Header,,,,,,,,,,,,,,,,
rate=30,,,,,,,,,,,,,,,,
frames=111,,,,,,,,,,,,,,,,
duration=3.7,,,,,,,,,,,,,,,,
type=degree,,,,,,,,,,,,,,,,
Body,,,,,,,,,,,,,,,,
Time,Frame,NV,NH,HD,LS,LE,LH,LK,RS,RE,RH,RK,TO,TH,TV,SD
2.046,62,0,0,55,21,88,31,-42,-25,50,3,-90,15,-31,0,0
2.079,63,0,0,55,24,86,29,-40,-26,48,3,-90,15,-32,0,0
2.112,64,0,0,55,26,84,26,-38,-26,47,4,-90,15,-34,0,0
2.145,65,0,0,55,27,83,22,-36,-26,46,4,-90,15,-35,0,0
2.178,66,0,0,55,28,83,19,-34,-26,45,4,-90,15,-37,0,0
2.211,67,0,0,55,29,82,16,-32,-27,44,4,-90,15,-39,0,0
2.244,68,0,0,55,29,82,13,-30,-27,44,4,-90,15,-40,0,0
2.277,69,0,0,55,29,82,10,-29,-28,44,4,-90,15,-42,0,0
2.31,70,0,0,55,29,81,7,-28,-29,44,5,-90,15,-44,0,0
2.343,71,0,0,55,28,81,4,-27,-30,44,6,-90,15,-45,0,0
2.376,72,0,0,55,27,80,1,-27,-30,45,7,-90,15,-47,0,0
2.409,73,0,0,55,25,79,0,-27,-30,46,9,-90,15,-48,0,0
2.442,74,0,0,55,24,77,-3,-27,-30,47,11,-90,15,-50,0,0
2.475,75,0,0,55,22,76,-5,-28,-30,48,12,-90,15,-52,0,0
2.508,76,0,0,55,21,74,-7,-28,-30,49,14,-90,15,-53,0,0
2.541,77,0,0,55,20,72,-10,-29,-30,50,16,-90,15,-54,0,0
2.574,78,0,0,55,18,69,-12,-29,-30,51,18,-90,15,-56,0,0
2.607,79,0,0,55,17,67,-14,-29,-30,53,19,-90,15,-57,0,0
2.64,80,0,0,55,16,64,-16,-30,-30,54,21,-90,15,-58,0,0
2.673,81,0,0,55,15,61,-18,-30,-30,55,22,-90,15,-59,0,0
2.706,82,0,0,55,14,59,-20,-30,-30,56,23,-88,15,-60,0,0
2.739,83,0,0,55,13,56,-22,-30,-30,57,24,-86,15,-61,0,0
2.772,84,0,0,55,13,53,-24,-30,-30,57,24,-84,15,-62,0,0
2.805,85,0,0,55,13,50,-25,-30,-30,58,25,-82,15,-63,0,0
2.838,86,0,0,55,13,47,-26,-30,-30,59,25,-80,15,-63,0,0
2.871,87,0,0,55,13,44,-27,-30,-30,59,25,-78,15,-64,0,0
2.904,88,0,0,55,13,42,-28,-30,-30,60,25,-77,15,-64,0,0
2.937,89,0,0,55,13,41,-29,-30,-30,60,25,-76,15,-64,0,0
2.97,90,0,0,55,13,40,-29,-30,-30,60,25,-76,15,-65,0,0
3.003,91,0,0,55,9,45,-26,-36,-30,61,25,-76,15,-64,0,0
3.036,92,0,0,55,5,48,-21,-47,-30,65,25,-75,15,-64,0,0
3.069,93,0,0,55,1,51,-15,-58,-30,71,25,-74,15,-64,0,0
3.102,94,0,0,55,-1,53,-10,-69,-30,78,24,-73,15,-63,0,0
3.135,95,0,0,55,-4,55,-6,-77,-30,85,24,-72,15,-63,0,0
3.168,96,0,0,55,-7,56,-2,-84,-30,90,23,-70,15,-62,0,0
3.201,97,0,0,55,-10,57,0,-89,-30,90,22,-68,15,-61,0,0
3.234,98,0,0,55,-12,58,4,-90,-30,90,22,-66,15,-60,0,0
3.267,99,0,0,55,-15,58,7,-90,-30,90,21,-64,15,-59,0,0
3.3,100,0,0,55,-17,58,11,-90,-30,90,20,-61,15,-58,0,0
3.333,101,0,0,55,-19,58,15,-90,-30,90,19,-58,15,-57,0,0
3.366,102,0,0,55,-21,57,19,-90,-22,90,17,-55,15,-56,0,0
3.399,103,0,0,55,-22,57,22,-90,-14,90,16,-52,15,-54,0,0
3.432,104,0,0,55,-24,56,26,-90,-6,90,14,-49,15,-53,0,0
3.465,105,0,0,55,-25,55,30,-90,0,90,13,-46,15,-52,0,0
3.498,106,0,0,55,-27,54,33,-90,4,90,11,-42,15,-50,0,0
3.531,107,0,0,55,-28,53,36,-90,7,90,9,-39,15,-48,0,0
3.564,108,0,0,55,-29,52,39,-90,8,90,7,-35,15,-47,0,0
3.597,109,0,0,55,-30,51,42,-90,8,90,5,-32,15,-45,0,0
3.63,110,0,0,55,-30,50,44,-90,7,90,2,-29,15,-44,0,0
3.663,111,0,0,55,-30,49,45,-90,6,90,0,-26,15,-42,0,0
