Header,,,,,,,,,,,,,,,,
rate=30,,,,,,,,,,,,,,,,
frames=121,,,,,,,,,,,,,,,,
duration=4.0,,,,,,,,,,,,,,,,
type=degree,,,,,,,,,,,,,,,,
Body,,,,,,,,,,,,,,,,
Time,Frame,NV,NH,HD,LS,LE,LH,LK,RS,RE,RH,RK,TO,TH,TV,SD
3.003,91,0,-4,0,-30,25,40,-62,-23,52,-12,-47,-5,42,13,0
3.036,92,0,-4,0,-30,42,39,-62,-23,52,-14,-49,-5,41,13,0
3.069,93,0,-4,0,-30,60,37,-62,-24,52,-6,-53,-5,40,12,0
3.102,94,0,-5,0,-30,75,36,-62,-25,52,4,-58,-5,38,12,0
3.135,95,0,-5,0,-30,87,35,-61,-26,52,11,-64,-4,36,11,0
3.168,96,0,-5,0,-30,90,33,-61,-27,52,15,-70,-4,33,11,0
3.201,97,0,-5,0,-30,90,32,-60,-28,51,21,-76,-4,30,10,0
3.234,98,0,-5,0,-30,90,30,-60,-28,51,24,-81,-4,26,10,0
3.267,99,0,-5,0,-30,90,29,-59,-29,51,30,-87,-3,23,9,0
3.3,100,0,-5,0,-29,90,27,-59,-30,50,31,-90,-3,19,9,0
3.333,101,0,-5,0,-21,90,25,-58,-30,50,33,-90,-3,15,8,0
3.366,102,0,-4,0,-12,90,24,-57,-30,49,34,-90,-2,10,8,0
3.399,103,0,-3,0,-5,90,22,-56,-30,48,35,-90,-2,6,7,0
3.432,104,0,-2,0,0,90,20,-55,-30,47,37,-90,-2,1,7,0
3.465,105,0,-1,0,1,90,19,-54,-30,46,38,-90,-1,-2,6,0
3.498,106,0,-1,0,2,90,17,-53,-30,46,40,-90,-1,-7,5,0
3.531,107,0,-1,0,1,90,15,-52,-30,44,41,-90,-1,-12,5,0
3.564,108,0,-1,0,1,90,14,-51,-30,43,41,-90,0,-16,4,0
3.597,109,0,-1,0,0,90,12,-50,-30,42,40,-90,0,-20,4,0
3.63,110,0,-1,0,0,90,11,-49,-30,41,40,-90,0,-25,3,0
3.663,111,0,-1,0,0,85,9,-48,-30,39,42,-90,1,-29,2,0
3.696,112,0,-1,0,0,79,8,-47,-30,37,43,-90,1,-32,2,0
3.729,113,0,-1,0,0,72,7,-46,-30,36,44,-90,1,-36,1,0
3.762,114,0,-1,0,1,65,5,-45,-30,33,42,-90,2,-39,1,0
3.795,115,0,-2,0,3,57,4,-45,-30,31,42,-84,2,-42,1,0
3.828,116,0,-2,0,6,50,4,-44,-30,28,41,-77,2,-44,0,0
3.861,117,0,-2,0,8,42,3,-44,-30,24,40,-71,2,-46,0,0
3.894,118,0,-2,0,11,35,2,-43,-30,19,39,-64,2,-47,0,0
3.927,119,0,-2,0,14,30,2,-43,-30,13,35,-60,2,-48,0,0
3.96,120,0,-2,0,15,27,2,-43,-30,21,35,-58,2,-46,0,0
